,day,dep_delay,distance,plane_age,seats,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,sched_dep_hour,sched_arr_hour
2317,13,84.0,1005,11.0,222,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.983333333333334,23.183333333333334
2318,13,-6.0,483,16.0,80,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.666666666666668,21.683333333333334
2319,13,5.0,2586,31.0,330,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.25,23.15
2320,13,6.0,944,3.0,246,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.5,22.516666666666666
2321,13,328.0,2429,9.0,379,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.0,22.383333333333333
2322,13,-2.0,828,16.0,80,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.583333333333332,22.4
2323,13,-9.0,427,10.0,88,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.0,21.033333333333335
2324,13,12.0,589,11.0,95,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.5,21.833333333333332
2325,13,51.0,427,15.0,95,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.666666666666668,21.666666666666668
2326,13,-5.0,1626,9.0,222,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.583333333333332,22.466666666666665
2327,13,-3.0,718,16.0,95,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.75,22.35
2328,13,-3.0,636,10.0,95,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.5,21.933333333333334
2329,13,-5.0,541,11.0,95,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.75,22.033333333333335
2331,13,8.0,2475,9.0,451,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.333333333333332,23.0
2332,13,108.0,740,8.0,88,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.416666666666668,21.516666666666666
2333,13,186.0,760,26.0,178,48.0,34.0,58.16,260.0,23.0156,26.485892168,0.0,992.6,10.0,19.666666666666668,22.466666666666665
2334,14,3.0,2446,2.0,246,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.766666666666666,20.25
2335,14,11.0,828,21.0,200,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.983333333333334,19.65
2336,14,0.0,2422,1.0,246,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.333333333333332,19.816666666666666
2337,14,38.0,1182,18.0,200,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.75,19.216666666666665
2338,14,-8.0,2475,10.0,379,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.483333333333334,19.85
2339,14,-6.0,2446,7.0,379,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.583333333333332,19.683333333333334
2340,14,34.0,509,23.0,145,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.833333333333332,18.933333333333334
2341,14,55.0,1990,10.0,222,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.5,20.1
2342,14,-4.0,765,16.0,95,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.0,17.766666666666666
2343,14,2.0,2153,1.0,185,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.983333333333334,20.85
2344,14,-3.0,187,10.0,88,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.483333333333334,17.716666666666665
2345,14,-7.0,2248,1.0,246,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.166666666666668,19.466666666666665
2346,14,19.0,427,17.0,95,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.516666666666666,18.433333333333334
2347,14,14.0,1005,16.0,200,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.0,19.133333333333333
2348,14,-2.0,765,10.0,88,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.0,17.8
2349,14,-3.0,187,16.0,80,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.983333333333334,18.35
2350,14,22.0,745,16.0,80,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.166666666666668,18.033333333333335
2351,14,18.0,1391,8.0,162,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.6,19.816666666666666
2352,14,-3.0,2153,1.0,246,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.983333333333334,21.0
2353,14,163.0,740,7.0,88,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.0,18.016666666666666
2354,14,-6.0,1182,21.0,145,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.166666666666668,18.766666666666666
2355,14,-8.0,2446,7.0,222,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.983333333333334,20.3
2356,14,81.0,2422,8.0,222,43.0,26.0,50.77,200.0,25.31716,29.1344813848,0.0,1008.8,10.0,16.5,20.0
2380,22,0.0,2422,2.0,246,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.166666666666667,10.683333333333334
2381,22,0.0,2475,34.0,330,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.0,10.5
2382,22,-5.0,2475,10.0,379,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.0,10.416666666666666
2383,22,-1.0,1074,10.0,189,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.5,10.8
2384,22,161.0,2248,2.0,246,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.5,10.783333333333333
2385,22,0.0,2248,8.0,379,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.5,10.6
2386,22,-4.0,2153,1.0,246,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.0,11.05
2387,22,-8.0,1598,6.0,379,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.5,12.35
2388,22,-9.0,589,15.0,95,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.533333333333333,9.816666666666666
2389,22,-4.0,1089,1.0,185,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.5,10.85
2390,22,0.0,636,11.0,95,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.983333333333333,10.366666666666667
2391,22,-2.0,509,15.0,95,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.0,9.166666666666666
2392,22,0.0,944,8.0,222,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.0,10.033333333333333
2393,22,-5.0,1005,9.0,222,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.75,10.8
2394,22,-5.0,2422,7.0,222,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.0,10.416666666666666
2396,22,6.0,2586,25.0,178,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.0,10.883333333333333
2397,22,-5.0,944,11.0,200,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.0,10.083333333333334
2399,22,-3.0,1521,25.0,189,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.5,10.866666666666667
2400,22,-5.0,1182,25.0,145,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.983333333333333,10.65
2401,22,-13.0,1623,11.0,147,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.983333333333333,12.833333333333334
2402,22,-8.0,541,7.0,189,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.0,9.416666666666666
2403,22,-2.0,1069,5.0,199,23.0,12.0,62.23,330.0,5.7539,6.621473042,0.0,1034.1,10.0,7.0,10.233333333333333
2404,27,18.0,1598,2.0,246,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.0,13.0
2405,27,0.0,1626,2.0,246,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.0,10.816666666666666
2406,27,-4.0,541,6.0,185,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.25,10.766666666666667
2407,27,-2.0,1598,9.0,379,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.2,13.083333333333334
2408,27,-3.0,2446,1.0,246,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.25,11.833333333333334
2409,27,0.0,760,22.0,145,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.0,10.85
2410,27,-4.0,765,17.0,95,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.7,10.45
2411,27,-10.0,213,10.0,88,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.0,9.866666666666667
2412,27,-4.0,1391,14.0,162,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.083333333333334,11.416666666666666
2413,27,-4.0,2586,25.0,178,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.0,11.966666666666667
2414,27,-6.0,1028,24.0,189,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.333333333333334,11.516666666666667
2415,27,-5.0,301,16.0,95,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.2,9.766666666666667
2416,27,-2.0,1391,5.0,133,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.583333333333334,12.0
2417,27,6.0,944,16.0,200,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.15,11.1
2418,27,4.0,1074,21.0,200,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.0,11.1
2419,27,-7.0,1623,11.0,147,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.5,13.7
2420,27,-1.0,740,8.0,88,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.166666666666666,10.166666666666666
2421,27,5.0,1623,26.0,178,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.583333333333334,13.716666666666667
2422,27,-4.0,2153,23.0,440,42.0,42.0,100.0,40.0,4.60312,5.2971784336,0.0,1019.9,0.25,8.983333333333333,12.916666666666666
2423,27,-9.0,2248,2.0,246,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.566666666666666,21.85
2424,27,-4.0,2521,6.0,379,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.833333333333332,22.45
2425,27,-5.0,2422,7.0,379,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.983333333333334,22.433333333333334
2426,27,-17.0,2586,7.0,379,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.5,22.516666666666666
2427,27,-12.0,2586,8.0,222,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.983333333333334,22.716666666666665
2428,27,-7.0,213,16.0,80,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.25,19.95
2429,27,-15.0,2475,7.0,379,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.2,21.583333333333332
2430,27,-11.0,483,16.0,80,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.983333333333334,21.083333333333332
2431,27,-5.0,1089,24.0,162,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.483333333333334,21.716666666666665
2432,27,-7.0,340,16.0,88,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.483333333333334,20.366666666666667
2433,27,-4.0,2153,21.0,200,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.916666666666668,22.783333333333335
2434,27,-5.0,425,7.0,88,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.833333333333332,20.983333333333334
2435,27,-8.0,509,16.0,95,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.983333333333334,21.3
2436,27,-7.0,1598,8.0,222,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.0,22.9
2437,27,-7.0,1391,5.0,133,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.35,21.766666666666666
2438,27,-6.0,1029,8.0,88,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.333333333333332,20.916666666666668
2439,27,-5.0,1521,24.0,189,44.0,38.0,79.27,10.0,9.20624,10.5943568672,0.0,1023.1,10.0,18.983333333333334,22.3
2440,28,-3.0,2248,2.0,246,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.0,14.25
2441,28,-7.0,2475,11.0,379,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.0,14.383333333333333
2442,28,-5.0,4983,24.0,300,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.0,17.183333333333334
2443,28,-1.0,2586,7.0,379,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.0,14.616666666666667
2444,28,-10.0,189,11.0,95,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.0,12.25
2445,28,-1.0,228,16.0,95,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.35,12.766666666666667
2446,28,3.0,2475,1.0,246,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.0,14.333333333333334
2447,28,-1.0,2586,27.0,178,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.0,14.8
2448,28,3.0,1990,20.0,200,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.483333333333333,14.883333333333333
2449,28,-2.0,1990,5.0,222,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.0,14.55
2450,28,-2.0,150,11.0,88,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.983333333333333,13.0
2451,28,-8.0,740,7.0,88,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.833333333333334,13.75
2452,28,-4.0,541,25.0,162,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.5,13.666666666666666
2453,28,-9.0,1069,4.0,199,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.166666666666666,14.316666666666666
2454,28,0.0,1089,3.0,199,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.25,14.45
2455,28,-5.0,1521,24.0,162,39.0,37.0,92.45,80.0,9.20624,10.5943568672,0.02,1015.2,5.0,11.5,14.866666666666667
2456,29,-1.0,1626,2.0,246,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.0,10.816666666666666
2457,29,0.0,1598,2.0,246,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.0,13.0
2458,29,-5.0,2586,10.0,379,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.5,12.483333333333333
2459,29,-6.0,483,16.0,80,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.5,10.466666666666667
2460,29,8.0,2446,1.0,246,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.25,11.833333333333334
2461,29,-11.0,1598,6.0,379,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.483333333333333,13.366666666666667
2463,29,-5.0,718,16.0,95,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.0,10.516666666666667
2464,29,-4.0,1623,29.0,178,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.5,13.633333333333333
2465,29,-9.0,301,11.0,95,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.2,9.766666666666667
2466,29,76.0,2586,27.0,178,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.916666666666666,12.833333333333334
2467,29,25.0,2422,10.0,379,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.083333333333334,11.516666666666667
2468,29,-3.0,760,25.0,178,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.0,10.816666666666666
2469,29,-5.0,427,16.0,95,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.916666666666666,10.883333333333333
2470,29,-6.0,1074,21.0,200,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.0,11.1
2471,29,58.0,944,13.0,20,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.316666666666666,11.266666666666667
2472,29,-12.0,213,17.0,80,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.0,9.866666666666667
2473,29,-9.0,2475,25.0,330,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.25,11.833333333333334
2474,29,0.0,1391,5.0,133,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.583333333333334,12.0
2475,29,-9.0,1391,24.0,162,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.083333333333334,11.416666666666666
2476,29,-5.0,541,11.0,95,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.0,10.233333333333333
2477,29,-5.0,541,3.0,185,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.25,10.766666666666667
2478,29,-5.0,765,2.0,88,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.9,10.733333333333333
2479,29,-7.0,2153,23.0,440,36.0,34.0,92.35,340.0,14.96014,17.2158299092,0.0001,1004.8,9.0,8.5,12.6
2499,30,11.0,2446,2.0,246,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.766666666666666,20.25
2500,30,57.0,427,16.0,95,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.516666666666666,18.433333333333334
2501,30,-10.0,765,10.0,95,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.0,17.766666666666666
2502,30,-10.0,2446,7.0,379,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.583333333333332,19.683333333333334
2503,30,-2.0,2153,1.0,246,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.983333333333334,21.0
2504,30,-11.0,665,10.0,88,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.0,18.5
2505,30,67.0,187,17.0,80,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.983333333333334,18.35
2506,30,30.0,1005,18.0,200,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.233333333333334,19.416666666666668
2507,30,-6.0,1182,22.0,145,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.166666666666668,18.766666666666666
2508,30,17.0,828,22.0,200,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.983333333333334,19.65
2509,30,-10.0,765,17.0,88,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.0,17.8
2510,30,0.0,2422,9.0,222,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.5,20.0
2511,30,-6.0,740,2.0,88,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.0,18.016666666666666
2512,30,-7.0,187,11.0,88,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.5,17.783333333333335
2513,30,-8.0,1391,9.0,162,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.6,19.816666666666666
2514,30,131.0,745,16.0,88,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.166666666666668,18.033333333333335
2515,30,-2.0,509,21.0,145,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.833333333333332,18.933333333333334
2516,30,21.0,1990,8.0,222,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.483333333333334,20.083333333333332
2517,30,-7.0,2446,8.0,222,37.0,25.0,61.5,0.0,0.0,0.0,0.0,1023.5,10.0,16.983333333333334,20.3
2518,1,-6.0,2586,10.0,222,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.0,10.583333333333334
2519,1,-3.0,2586,28.0,178,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.0,10.95
2520,1,-2.0,2475,10.0,379,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.0,10.55
2521,1,2.0,2153,2.0,246,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.0,10.816666666666666
2522,1,0.0,1521,26.0,182,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.083333333333333,10.6
2523,1,-1.0,509,17.0,95,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.15,9.483333333333333
2524,1,-4.0,828,11.0,20,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.25,9.9
2525,1,-8.0,718,15.0,200,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.333333333333333,9.766666666666667
2526,1,-8.0,1089,6.0,185,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.483333333333333,10.766666666666667
2527,1,-8.0,2475,7.0,379,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.5,10.883333333333333
2528,1,-5.0,944,5.0,199,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.5,10.616666666666667
2529,1,-3.0,2422,16.0,149,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.5,10.95
2530,1,-2.0,1089,6.0,222,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.5,10.733333333333333
2531,1,-5.0,1028,7.0,222,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.583333333333333,10.733333333333333
2533,1,-3.0,1069,3.0,199,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.583333333333333,10.95
2534,1,0.0,1598,2.0,246,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.583333333333333,12.733333333333333
2535,1,36.0,1074,24.0,189,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.083333333333333,10.283333333333333
2536,1,-8.0,1746,11.0,147,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.983333333333333,10.8
2537,1,-7.0,1623,11.0,147,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.983333333333333,12.833333333333334
2538,1,-6.0,589,16.0,80,41.0,30.0,64.63,250.0,9.20624,10.5943568672,0.0,1016.1,10.0,7.983333333333333,10.433333333333334
2539,6,18.0,2586,10.0,222,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.0,10.583333333333334
2540,6,-10.0,1028,6.0,222,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.583333333333333,10.733333333333333
2541,6,-2.0,509,16.0,95,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.15,9.483333333333333
2542,6,31.0,2586,25.0,178,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.0,10.95
2543,6,-5.0,1089,10.0,222,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.5,10.733333333333333
2544,6,-4.0,718,10.0,95,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.733333333333333,10.35
2545,6,-2.0,944,19.0,200,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.0,10.083333333333334
2546,6,62.0,1521,26.0,182,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.083333333333333,10.6
2547,6,354.0,1746,9.0,147,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.983333333333333,10.8
2548,6,-7.0,2475,10.0,379,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.0,10.55
2549,6,-1.0,2422,6.0,222,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.5,10.95
2550,6,-2.0,1598,1.0,246,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.583333333333333,12.733333333333333
2551,6,-1.0,1623,11.0,147,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.983333333333333,12.833333333333334
2552,6,-5.0,2475,34.0,330,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.333333333333333,10.833333333333334
2553,6,2.0,2153,2.0,246,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.0,10.816666666666666
2554,6,14.0,1069,5.0,199,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.583333333333333,10.95
2555,6,-4.0,1074,25.0,189,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.083333333333333,10.283333333333333
2556,6,-1.0,541,10.0,162,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.5,9.766666666666667
2557,6,4.0,1598,9.0,379,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.5,12.35
2558,6,16.0,2248,10.0,379,30.0,21.0,68.81,260.0,9.20624,10.5943568672,0.0,1023.4,10.0,7.5,10.6
